31/10/23,Evening,https://www.youtube.com/watch?v=pNptv5ICSQk
31/10/23,Midday,https://www.youtube.com/watch?v=BYctes_0HYo
31/10/23,Morning,https://www.youtube.com/watch?v=h8nVQCyDt9I
30/10/23,Evening,https://www.youtube.com/watch?v=IKvtDIVvuHs
30/10/23,Midday,https://www.youtube.com/watch?v=PAseedEn2Vg
30/10/23,Morning,https://www.youtube.com/watch?v=uP63YigFx7c
29/10/23,Evening,https://www.youtube.com/watch?v=iM2BuLnjOU8
29/10/23,Midday,https://www.youtube.com/watch?v=JAJK1Iz4vFM
29/10/23,Morning,https://www.youtube.com/watch?v=6McJdBZRVo8
28/10/23,Evening,https://www.youtube.com/watch?v=7eFAxyO2X2Q
28/10/23,Midday,https://www.youtube.com/watch?v=vqNURW0rE1g
28/10/23,Morning,https://www.youtube.com/watch?v=vXBTprWfgjw
27/10/23,Evening,https://www.youtube.com/watch?v=ujsNMKXwCAc
27/10/23,Midday,https://www.youtube.com/watch?v=yhv3ziqOGas
27/10/23,Morning,https://www.youtube.com/watch?v=OcajS932Zqk
26/10/23,Evening,https://www.youtube.com/watch?v=AfiUt7oGXU0
26/10/23,Midday,https://www.youtube.com/watch?v=V5h6mUqn7d4
26/10/23,Morning,https://www.youtube.com/watch?v=fNvzXZ0DKMU
25/10/23,Evening,https://www.youtube.com/watch?v=kt38UliY4Qs
25/10/23,Midday,https://www.youtube.com/watch?v=cLlk4yYFUOQ
25/10/23,Morning,https://www.youtube.com/watch?v=0ddurMcQmzQ
24/10/23,Evening,https://www.youtube.com/watch?v=_SY-TFNb9Pw
24/10/23,Midday,https://www.youtube.com/watch?v=t3PH7jmBcm0
24/10/23,Morning,https://www.youtube.com/watch?v=xaWrgvJoPDE
23/10/23,Evening,https://www.youtube.com/watch?v=LRU8L41gx4Y
23/10/23,Midday,https://www.youtube.com/watch?v=WpwoLZMaajg
23/10/23,Morning,https://www.youtube.com/watch?v=LHOQ7kwbELY
22/10/23,Evening,https://www.youtube.com/watch?v=hWeBH8SduXQ
22/10/23,Morning,https://www.youtube.com/watch?v=fB4mGYT7Xls
21/10/23,Evening,https://www.youtube.com/watch?v=_REX09YFTOA
21/10/23,Midday,https://www.youtube.com/watch?v=NSnzGOV1DGQ
21/10/23,Morning,https://www.youtube.com/watch?v=JHmU3ZRTr7k
20/10/23,Evening,https://www.youtube.com/watch?v=bK24T_9qnIk
20/10/23,Midday,https://www.youtube.com/watch?v=IoHmDt1k8EA
20/10/23,Morning,https://www.youtube.com/watch?v=WtMniEKZJj8
19/10/23,Evening,https://www.youtube.com/watch?v=CtItH0JkuMw
