,Date,Technique,Morning-Midday,Midday-Evening,Morning-Evening
67,02/10/22,Semantic Similarity,97.65511751174927,98.25131893157959,97.62569665908813
68,02/11/22,Cosine Similarity,79.872065782547,51.735711097717285,30.95380663871765
69,02/11/22,Semantic Similarity,98.65487813949585,98.15531969070435,96.85966372489929
70,02/12/22,Cosine Similarity,50.184184312820435,77.00783014297485,42.349785566329956
71,02/12/22,Semantic Similarity,98.74427914619446,97.71280288696289,97.58254885673523
72,03/01/23,Cosine Similarity,92.90324449539185,86.95076704025269,90.9950852394104
73,03/01/23,Semantic Similarity,99.84755516052246,99.57090616226196,99.73112344741821
74,03/02/23,Cosine Similarity,78.3295214176178,85.30670404434204,77.87969708442688
75,03/02/23,Semantic Similarity,97.75247573852539,98.80754947662354,98.28220009803772
76,03/03/23,Cosine Similarity,47.60259985923767,58.69448184967041,44.22139227390289
77,03/03/23,Semantic Similarity,98.34783673286438,97.59746193885803,96.62792086601257
78,03/04/23,Cosine Similarity,55.781757831573486,69.49582695960999,80.2465558052063
79,03/04/23,Semantic Similarity,97.88334965705872,98.42904210090637,98.76898527145386
80,03/05/22,Cosine Similarity,57.87563920021057,71.91348671913147,72.7010726928711
81,03/05/22,Semantic Similarity,98.51758480072021,99.21377301216125,98.61826300621033
82,03/05/23,Cosine Similarity,66.97105765342712,32.58880376815796,33.88415575027466
83,03/05/23,Semantic Similarity,97.68494367599487,97.86434769630432,98.19771647453308
84,03/06/22,Cosine Similarity,91.35401248931885,74.36017990112305,72.36719131469727
85,03/06/22,Semantic Similarity,99.24971461296082,99.26294088363647,98.970627784729
86,03/07/22,Cosine Similarity,75.07790327072144,75.06715655326843,66.82311296463013
87,03/07/22,Semantic Similarity,99.34691190719604,98.55477809906006,98.7430214881897
88,03/07/23,Cosine Similarity,65.90518355369568,48.73383641242981,47.349172830581665
89,03/07/23,Semantic Similarity,98.77503514289856,98.40841889381409,98.53278994560242
90,03/08/22,Cosine Similarity,86.18162870407104,86.77403926849365,69.46950554847717
91,03/08/22,Semantic Similarity,98.80908131599426,99.84866976737976,98.75684976577759
92,03/08/23,Cosine Similarity,37.11671531200409,26.937925815582275,69.28150057792664
93,03/08/23,Semantic Similarity,98.13601970672607,97.72405624389648,98.62998127937317
94,03/09/22,Cosine Similarity,54.72901463508606,94.51206922531128,54.09051775932312
95,03/09/22,Semantic Similarity,97.54878282546997,99.87044334411621,97.52674698829651
96,03/09/23,Cosine Similarity,55.84769248962402,67.71826148033142,45.52683234214783
97,03/09/23,Semantic Similarity,98.76291751861572,98.61174821853638,98.54757785797119
98,03/10/22,Cosine Similarity,99.06775951385498,17.16749221086502,16.3143128156662
99,03/10/22,Semantic Similarity,99.98788833618164,97.14232683181763,97.18382358551025
100,03/10/23,Cosine Similarity,69.49916481971741,39.7001177072525,41.70590937137604
101,03/10/23,Semantic Similarity,98.56500029563904,97.91789650917053,98.19588661193848
102,03/11/22,Cosine Similarity,72.45821952819824,66.40278100967407,47.245195508003235
103,03/11/22,Semantic Similarity,98.92826676368713,99.33558106422424,98.81246089935303
104,03/12/22,Cosine Similarity,44.790759682655334,54.43826913833618,54.79764938354492
105,03/12/22,Semantic Similarity,97.74654507637024,97.78788089752197,98.87126684188843
106,04/01/23,Cosine Similarity,70.12483477592468,78.48389744758606,77.6391863822937
107,04/01/23,Semantic Similarity,99.83132481575012,99.73791837692261,99.80033040046692
108,04/02/23,Cosine Similarity,80.4374098777771,62.3839795589447,54.02805805206299
109,04/02/23,Semantic Similarity,98.99587035179138,98.82664680480957,98.33208918571472
110,04/04/23,Cosine Similarity,48.46494793891907,76.93684101104736,60.78157424926758
111,04/04/23,Semantic Similarity,97.70994782447815,98.6541748046875,97.06610441207886
112,04/05/22,Cosine Similarity,43.32412779331207,62.786865234375,47.06494212150574
113,04/05/22,Semantic Similarity,98.03866744041443,98.65992069244385,98.83429408073425
114,04/05/23,Cosine Similarity,76.71934962272644,68.98605823516846,78.24345827102661
115,04/05/23,Semantic Similarity,99.05810952186584,97.9928195476532,98.79418611526489
116,04/06/22,Cosine Similarity,76.17688775062561,99.86387491226196,76.2380599975586
117,04/06/22,Semantic Similarity,98.0518102645874,99.97203350067139,98.0050265789032
118,04/06/23,Cosine Similarity,68.22217106819153,80.64581751823425,78.79528999328613
119,04/06/23,Semantic Similarity,99.0933895111084,99.86612200737,99.0777850151062
120,04/07/22,Cosine Similarity,84.5664918422699,80.40429949760437,73.28455448150635
121,04/07/22,Semantic Similarity,98.5454797744751,99.59578514099121,98.16710948944092
122,04/07/23,Cosine Similarity,11.961491405963898,58.834439516067505,26.379433274269104
123,04/07/23,Semantic Similarity,97.22567200660706,97.67889976501465,97.47909903526306
124,04/08/22,Cosine Similarity,90.65167307853699,80.75796365737915,72.21028804779053
125,04/08/22,Semantic Similarity,99.45329427719116,99.02250170707703,98.67696762084961
126,04/08/23,Cosine Similarity,60.78959107398987,62.13915944099426,64.59498405456543
127,04/08/23,Semantic Similarity,99.3726372718811,98.59778881072998,98.79547357559204
128,04/09/22,Cosine Similarity,49.21576976776123,92.34921336174011,57.877445220947266
129,04/09/22,Semantic Similarity,98.75324964523315,99.52784776687622,98.96118640899658
130,04/09/23,Cosine Similarity,69.20808553695679,61.11428141593933,57.06004500389099
131,04/09/23,Semantic Similarity,98.89489412307739,99.07552599906921,99.02558922767639
132,04/10/22,Cosine Similarity,98.7997829914093,80.3876519203186,80.86408376693726
133,04/10/22,Semantic Similarity,99.9561607837677,98.63669276237488,98.71155023574829
134,04/10/23,Cosine Similarity,71.9281256198883,82.92298913002014,71.85484766960144
135,04/10/23,Semantic Similarity,99.04875755310059,99.85324144363403,99.23116564750671
136,04/11/22,Cosine Similarity,68.67858171463013,72.73845076560974,84.19104218482971
137,04/11/22,Semantic Similarity,99.79302287101746,99.83900189399719,99.75912570953369
138,04/12/22,Cosine Similarity,50.3134548664093,82.16235041618347,55.41297793388367
139,04/12/22,Semantic Similarity,97.38980531692505,98.15875887870789,97.47481942176819
140,05/01/23,Cosine Similarity,68.56564283370972,62.2589647769928,62.96541690826416
141,05/01/23,Semantic Similarity,99.75883960723877,98.26940298080444,98.45303297042847
142,05/02/23,Cosine Similarity,70.27316689491272,98.43760132789612,70.01246809959412
143,05/02/23,Semantic Similarity,99.2166519165039,99.65149760246277,99.63458180427551
144,05/03/23,Cosine Similarity,48.7272709608078,75.2769410610199,37.355902791023254
145,05/03/23,Semantic Similarity,98.16797375679016,98.23955297470093,97.27739691734314
146,05/04/22,Cosine Similarity,87.40014433860779,79.7585666179657,78.74019742012024
147,05/04/22,Semantic Similarity,98.45171570777893,98.92306923866272,98.73143434524536
148,05/04/23,Cosine Similarity,45.16783654689789,63.8697624206543,39.42022919654846
149,05/04/23,Semantic Similarity,97.82445430755615,98.05256724357605,97.01867699623108
150,05/05/22,Cosine Similarity,87.19770312309265,84.47406888008118,80.84867596626282
151,05/05/22,Semantic Similarity,98.53198528289795,98.79646897315979,98.1206476688385
152,05/05/23,Cosine Similarity,48.066601157188416,65.00368118286133,56.13298416137695
153,05/05/23,Semantic Similarity,98.09910655021667,98.42168092727661,98.3135998249054
154,05/06/22,Cosine Similarity,44.48066055774689,76.38189196586609,44.17998194694519
155,05/06/22,Semantic Similarity,97.80599474906921,99.07557368278503,98.11217188835144
156,05/06/23,Cosine Similarity,39.48483765125275,90.53691029548645,29.694998264312744
157,05/06/23,Semantic Similarity,98.17598462104797,99.73370432853699,98.00058603286743
158,05/07/22,Cosine Similarity,85.88047623634338,68.25416088104248,57.63542652130127
159,05/07/22,Semantic Similarity,98.61286878585815,98.64395260810852,98.60906600952148
160,05/07/23,Cosine Similarity,31.171298027038574,24.07972663640976,49.110147356987
161,05/07/23,Semantic Similarity,97.91211485862732,98.66045713424683,98.40866327285767
162,05/08/23,Cosine Similarity,38.49073350429535,49.15291368961334,41.58124625682831
163,05/08/23,Semantic Similarity,97.55139350891113,98.1373131275177,97.34795689582825
164,05/09/22,Cosine Similarity,73.24017882347107,74.12984371185303,44.90179717540741
165,05/09/22,Semantic Similarity,99.07947182655334,98.85838031768799,97.98896312713623
166,05/09/23,Cosine Similarity,62.55506873130798,22.969011962413788,24.755774438381195
167,05/09/23,Semantic Similarity,97.67762422561646,97.70402312278748,97.7897047996521
168,05/10/22,Cosine Similarity,53.488582372665405,55.91970086097717,53.347814083099365
169,05/10/22,Semantic Similarity,98.53705167770386,99.15227890014648,98.35251569747925
170,05/11/22,Cosine Similarity,57.11968541145325,44.108277559280396,47.57949113845825
171,05/11/22,Semantic Similarity,98.18223118782043,98.69502782821655,98.44909906387329
172,06/02/23,Cosine Similarity,58.4770143032074,35.17347872257233,47.65644073486328
173,06/02/23,Semantic Similarity,98.61751794815063,97.7586030960083,98.05508852005005
174,06/03/23,Cosine Similarity,88.57231140136719,40.27954936027527,25.644898414611816
175,06/03/23,Semantic Similarity,99.61907267570496,96.9611644744873,97.15644121170044
176,06/04/23,Cosine Similarity,44.22786235809326,31.797152757644653,38.908082246780396
177,06/04/23,Semantic Similarity,98.49162101745605,98.65109920501709,97.17819094657898
178,06/05/22,Cosine Similarity,46.59335911273956,45.18883526325226,74.67309832572937
179,06/05/22,Semantic Similarity,97.6266622543335,98.47874045372009,98.74189496040344
180,06/06/22,Cosine Similarity,76.90980434417725,74.14650917053223,69.62635517120361
181,06/06/22,Semantic Similarity,97.968590259552,99.07021522521973,98.11972379684448
182,06/06/23,Cosine Similarity,54.12588715553284,76.54085159301758,57.420188188552856
183,06/06/23,Semantic Similarity,98.8510251045227,98.8814651966095,99.03398752212524
184,06/07/22,Cosine Similarity,77.45348811149597,40.49643278121948,53.05975675582886
185,06/07/22,Semantic Similarity,98.90193343162537,98.35302829742432,98.89421463012695
186,06/07/23,Cosine Similarity,41.449350118637085,92.76188611984253,43.12783479690552
187,06/07/23,Semantic Similarity,97.09013104438782,99.61310029029846,97.59636521339417
188,06/08/22,Cosine Similarity,75.17451643943787,79.29885983467102,53.4690260887146
189,06/08/22,Semantic Similarity,97.7468729019165,99.66048002243042,97.7225661277771
190,06/08/23,Cosine Similarity,65.9017026424408,70.91788053512573,69.80155110359192
191,06/08/23,Semantic Similarity,98.7950086593628,99.29797053337097,99.05073046684265
192,06/09/22,Cosine Similarity,84.69693660736084,51.04180574417114,46.09134793281555
193,06/09/22,Semantic Similarity,98.13791513442993,98.08722138404846,96.9217598438263
194,06/09/23,Cosine Similarity,27.502429485321045,32.433539628982544,30.122298002243042
195,06/09/23,Semantic Similarity,96.51504158973694,97.87972569465637,96.80733680725098
196,06/10/22,Cosine Similarity,76.78166627883911,79.95666265487671,64.92016911506653
197,06/10/22,Semantic Similarity,98.69105815887451,99.46279525756836,98.37607145309448
198,06/11/22,Cosine Similarity,65.73840379714966,36.69281601905823,47.73073196411133
199,06/11/22,Semantic Similarity,99.00316596031189,98.39415550231934,98.17585945129395
200,07/01/23,Cosine Similarity,49.78167116641998,69.49397325515747,16.10419750213623
201,07/01/23,Semantic Similarity,95.21946310997009,98.96959066390991,94.54280138015747
202,07/02/23,Cosine Similarity,88.77595067024231,86.04733943939209,78.56684923171997
203,07/02/23,Semantic Similarity,98.92690777778625,98.98044466972351,98.6537516117096
204,07/03/23,Cosine Similarity,36.18258833885193,69.79724764823914,31.283169984817505
205,07/03/23,Semantic Similarity,96.88550233840942,99.80120658874512,96.55852317810059
206,07/04/22,Cosine Similarity,64.943927526474,74.48166608810425,57.206326723098755
207,07/04/22,Semantic Similarity,98.78730773925781,99.45493340492249,98.83922338485718
208,07/05/22,Cosine Similarity,65.8132553100586,76.74536108970642,71.68753147125244
209,07/05/22,Semantic Similarity,97.56296277046204,99.5539128780365,97.8430449962616
210,07/05/23,Cosine Similarity,23.117007315158844,84.81698632240295,28.59908938407898
211,07/05/23,Semantic Similarity,96.76714539527893,98.18851351737976,96.8788206577301
212,07/06/22,Cosine Similarity,86.56866550445557,57.4593722820282,56.98421001434326
213,07/06/22,Semantic Similarity,99.1892397403717,98.89785051345825,98.95375370979309
214,07/06/23,Cosine Similarity,79.61969375610352,80.508553981781,78.63645553588867
215,07/06/23,Semantic Similarity,98.66355061531067,98.89359474182129,98.99424910545349
216,07/07/23,Cosine Similarity,58.60216021537781,72.09092378616333,54.988664388656616
217,07/07/23,Semantic Similarity,97.8804886341095,98.82094860076904,98.43621253967285
218,07/08/22,Cosine Similarity,81.73801898956299,97.63332605361938,79.03874516487122
219,07/08/22,Semantic Similarity,99.31676983833313,99.7485876083374,99.43428039550781
220,07/08/23,Cosine Similarity,58.12641382217407,91.62368774414062,46.82864844799042
221,07/08/23,Semantic Similarity,98.15898537635803,99.6855080127716,98.61606955528259
222,07/09/22,Cosine Similarity,86.64401769638062,85.03769040107727,76.86370015144348
223,07/09/22,Semantic Similarity,98.54474663734436,98.79590272903442,98.88269901275635
224,07/10/22,Cosine Similarity,67.5658106803894,48.770275712013245,46.069467067718506
225,07/10/22,Semantic Similarity,97.99048900604248,97.69248366355896,96.75995111465454
226,07/10/23,Cosine Similarity,64.6811842918396,43.75196099281311,45.156705379486084
227,07/10/23,Semantic Similarity,98.4950602054596,98.44080805778503,98.981773853302
228,07/11/22,Cosine Similarity,94.57536339759827,88.14201951026917,82.56565928459167
229,07/11/22,Semantic Similarity,99.42610263824463,99.11598563194275,98.90767931938171
230,07/12/22,Cosine Similarity,46.983128786087036,41.07086956501007,47.550103068351746
231,07/12/22,Semantic Similarity,98.44464659690857,98.1050431728363,98.05402159690857
232,08/01/23,Cosine Similarity,47.464948892593384,71.75939083099365,48.92416596412659
233,08/01/23,Semantic Similarity,98.78705739974976,99.94001388549805,98.9323377609253
234,08/03/23,Cosine Similarity,56.67169690132141,63.946449756622314,59.93591547012329
235,08/03/23,Semantic Similarity,98.90820980072021,98.6124575138092,98.14572334289551
236,08/04/23,Cosine Similarity,19.90417391061783,68.25382113456726,19.535470008850098
237,08/04/23,Semantic Similarity,98.18625450134277,98.12372922897339,97.77962565422058
238,08/05/22,Cosine Similarity,76.88909769058228,81.02769255638123,65.17433524131775
239,08/05/22,Semantic Similarity,99.12775158882141,99.06171560287476,99.05124306678772
240,08/05/23,Cosine Similarity,77.96360850334167,81.27366304397583,74.3462860584259
241,08/05/23,Semantic Similarity,99.22195672988892,98.99681806564331,98.60368967056274
242,08/06/22,Cosine Similarity,64.3419623374939,72.45654463768005,73.17883372306824
243,08/06/22,Semantic Similarity,98.46729040145874,97.80484437942505,98.40409755706787
244,08/06/23,Cosine Similarity,78.01074385643005,69.64738965034485,76.33509635925293
245,08/06/23,Semantic Similarity,98.9421546459198,98.25223684310913,98.78437519073486
246,08/07/23,Cosine Similarity,83.67599844932556,77.46131420135498,67.59815216064453
247,08/07/23,Semantic Similarity,99.78384375572205,98.02581071853638,98.17991852760315
248,08/08/23,Cosine Similarity,42.08635687828064,33.58815610408783,66.94585680961609
249,08/08/23,Semantic Similarity,98.19725155830383,97.63873815536499,98.07237386703491
250,08/09/22,Cosine Similarity,50.53649544715881,28.566959500312805,25.56454837322235
251,08/09/22,Semantic Similarity,98.73488545417786,98.15797805786133,98.22804927825928
252,08/09/23,Cosine Similarity,31.865930557250977,36.46801710128784,37.313222885131836
253,08/09/23,Semantic Similarity,98.14861416816711,98.00810813903809,98.28773736953735
254,08/10/22,Cosine Similarity,25.795263051986694,93.09953451156616,25.741571187973022
255,08/10/22,Semantic Similarity,97.141432762146,99.30676817893982,96.9890296459198
256,08/11/22,Cosine Similarity,70.53531408309937,36.55691742897034,68.9694881439209
257,08/11/22,Semantic Similarity,99.81274008750916,98.40592741966248,98.36453795433044
258,08/12/22,Cosine Similarity,99.32751059532166,30.512678623199463,30.199402570724487
259,08/12/22,Semantic Similarity,99.92590546607971,97.92824387550354,98.0193555355072
260,09/01/23,Cosine Similarity,96.45209908485413,82.2042465209961,83.41736793518066
261,09/01/23,Semantic Similarity,99.69924688339233,99.08572435379028,99.16024208068848
262,09/03/23,Cosine Similarity,66.91407561302185,76.89651846885681,71.46055698394775
263,09/03/23,Semantic Similarity,97.77878522872925,99.30844902992249,98.04608225822449
264,09/04/22,Cosine Similarity,71.68681621551514,70.68509459495544,68.6103343963623
265,09/04/22,Semantic Similarity,97.76812195777893,98.39527606964111,98.3380138874054
266,09/04/23,Cosine Similarity,66.59387350082397,80.62443733215332,42.694368958473206
267,09/04/23,Semantic Similarity,97.93374538421631,99.62121844291687,96.66425585746765
268,09/05/22,Cosine Similarity,40.44523537158966,87.00940608978271,41.964635252952576
269,09/05/22,Semantic Similarity,98.44583868980408,98.88692498207092,98.37104678153992
270,09/05/23,Cosine Similarity,66.11365079879761,81.00286722183228,50.599128007888794
271,09/05/23,Semantic Similarity,98.47014546394348,99.40859079360962,98.25454354286194
272,09/06/22,Cosine Similarity,88.21505308151245,66.33081436157227,73.75313639640808
273,09/06/22,Semantic Similarity,99.0887999534607,98.85339736938477,98.77875447273254
274,09/06/23,Cosine Similarity,61.018770933151245,73.048996925354,63.112759590148926
275,09/06/23,Semantic Similarity,98.66734743118286,98.38128089904785,97.43707776069641
276,09/07/23,Cosine Similarity,71.15808725357056,47.0539927482605,52.286505699157715
277,09/07/23,Semantic Similarity,99.70151782035828,97.65443205833435,97.34178185462952
278,09/08/22,Cosine Similarity,58.55315327644348,96.87979221343994,63.59933614730835
279,09/08/22,Semantic Similarity,98.06409478187561,99.95718598365784,98.1016457080841
280,09/08/23,Cosine Similarity,73.63913059234619,81.57097101211548,57.52195119857788
281,09/08/23,Semantic Similarity,98.60774278640747,98.8013505935669,98.81131052970886
282,09/09/22,Cosine Similarity,67.3619270324707,79.11911606788635,71.10987901687622
283,09/09/22,Semantic Similarity,97.83152937889099,98.20383787155151,98.02374243736267
284,09/09/23,Cosine Similarity,61.63297891616821,82.18961954116821,49.280911684036255
285,09/09/23,Semantic Similarity,98.28681349754333,99.08713102340698,97.93877005577087
286,09/10/22,Cosine Similarity,85.12356877326965,85.87989211082458,79.99944686889648
287,09/10/22,Semantic Similarity,99.28513169288635,98.74166250228882,98.8340437412262
288,09/10/23,Cosine Similarity,84.19971466064453,95.48078179359436,82.9081654548645
289,09/10/23,Semantic Similarity,99.34269785881042,99.77613091468811,99.23380613327026
290,09/11/22,Cosine Similarity,95.1500415802002,41.487109661102295,46.5044766664505
291,09/11/22,Semantic Similarity,99.43920969963074,97.8554368019104,97.25048542022705
292,09/12/22,Cosine Similarity,45.03941535949707,82.56629705429077,51.41085386276245
293,09/12/22,Semantic Similarity,98.69828224182129,99.39760565757751,98.5703706741333
294,10/01/23,Cosine Similarity,96.84075713157654,95.47939896583557,97.29519486427307
295,10/01/23,Semantic Similarity,99.05484914779663,99.34921860694885,99.61250424385071
296,10/02/23,Cosine Similarity,67.58702993392944,77.40858197212219,60.25586724281311
297,10/02/23,Semantic Similarity,98.22598695755005,99.12815690040588,98.3404815196991
298,10/04/22,Cosine Similarity,73.34375977516174,47.53082990646362,65.04400372505188
299,10/04/22,Semantic Similarity,99.23104643821716,97.57280945777893,97.53551483154297
300,10/04/23,Cosine Similarity,49.59005415439606,85.76159477233887,51.21341347694397
301,10/04/23,Semantic Similarity,97.47049808502197,97.1095621585846,97.65358567237854
302,10/05/22,Cosine Similarity,42.59927570819855,85.50651669502258,39.19215500354767
303,10/05/22,Semantic Similarity,97.08905220031738,98.85702729225159,98.17561507225037
304,10/05/23,Cosine Similarity,63.50082755088806,36.96924448013306,65.03092646598816
305,10/05/23,Semantic Similarity,99.21976923942566,98.10720086097717,97.45243191719055
306,10/06/22,Cosine Similarity,83.69431495666504,60.11860966682434,62.44559288024902
307,10/06/22,Semantic Similarity,98.76477122306824,98.72285723686218,98.60270619392395
308,10/06/23,Cosine Similarity,74.30675625801086,42.94649064540863,39.091891050338745
309,10/06/23,Semantic Similarity,98.67299199104309,97.65619039535522,98.5454797744751
310,10/07/22,Cosine Similarity,71.85397148132324,65.14701843261719,73.38935732841492
311,10/07/22,Semantic Similarity,99.6289074420929,98.31916689872742,98.31727147102356
312,10/07/23,Cosine Similarity,79.55801486968994,55.58848977088928,57.20145106315613
313,10/07/23,Semantic Similarity,98.71712923049927,98.59301447868347,98.64885210990906
314,10/08/22,Cosine Similarity,89.73169922828674,86.62586212158203,75.83775520324707
315,10/08/22,Semantic Similarity,99.34782385826111,99.86892938613892,99.00977611541748
316,10/09/22,Cosine Similarity,76.39502882957458,76.2285053730011,64.05825018882751
317,10/09/22,Semantic Similarity,97.12117910385132,97.84343838691711,97.53971695899963
318,10/09/23,Cosine Similarity,83.03404450416565,58.93065333366394,51.01562142372131
319,10/09/23,Semantic Similarity,99.25906658172607,98.82428050041199,98.56746196746826
320,10/10/22,Cosine Similarity,78.695547580719,77.87742018699646,68.32671761512756
321,10/10/22,Semantic Similarity,99.00712966918945,98.70970845222473,99.22715425491333
322,10/11/22,Cosine Similarity,88.91672492027283,52.0028293132782,67.55859851837158
323,10/11/22,Semantic Similarity,99.29275512695312,98.29074740409851,98.33535552024841
324,10/12/22,Cosine Similarity,71.06102108955383,51.380228996276855,41.25489890575409
325,10/12/22,Semantic Similarity,98.73853921890259,98.04810881614685,97.62293100357056
326,11/01/23,Cosine Similarity,41.486671566963196,94.56779360771179,37.02444136142731
327,11/01/23,Semantic Similarity,97.92783856391907,99.53747391700745,97.82434701919556
328,11/02/23,Cosine Similarity,61.619627475738525,89.35195207595825,67.92978644371033
329,11/02/23,Semantic Similarity,98.92164468765259,99.51834678649902,98.88184666633606
330,11/03/23,Cosine Similarity,47.392821311950684,57.61652588844299,46.5294748544693
331,11/03/23,Semantic Similarity,98.0748176574707,97.97764420509338,98.4187126159668
332,11/04/22,Cosine Similarity,88.54224681854248,64.79124426841736,62.22364902496338
333,11/04/22,Semantic Similarity,99.04414415359497,99.45528507232666,99.11460280418396
334,11/04/23,Cosine Similarity,33.76336693763733,90.36717414855957,30.313438177108765
335,11/04/23,Semantic Similarity,98.27626347541809,99.50148463249207,98.52337837219238
336,11/05/22,Cosine Similarity,89.74592089653015,68.37318539619446,66.5759027004242
337,11/05/22,Semantic Similarity,98.54469895362854,99.10598397254944,98.38149547576904
338,11/05/23,Cosine Similarity,38.8247013092041,37.79017925262451,42.85305440425873
339,11/05/23,Semantic Similarity,98.75717759132385,98.56058359146118,98.08335304260254
